"Cx"	"Cy"	"Dx"	"Dy"	"Vx"	"Vy"	"Dxy"	"Vxy"	"Hxy"
499823.488	6778857.870	-14.493	-2.465	-0.661	-0.112	14.701	0.671	260.348
499823.488	6778957.870	-19.486	-2.402	-0.889	-0.110	19.633	0.896	262.974
499823.488	6779057.870	-24.104	-3.713	-1.100	-0.169	24.389	1.113	261.243
499823.488	6779157.870	-26.473	-6.805	-1.208	-0.311	27.334	1.247	255.584
499823.488	6779257.870	-27.019	-10.065	-1.233	-0.459	28.833	1.316	249.569
499823.488	6779357.870	-25.812	-14.842	-1.178	-0.677	29.775	1.359	240.101
499823.488	6779457.870	-23.642	-13.937	-1.079	-0.636	27.444	1.252	239.481
499823.488	6779657.870	-29.095	-17.130	-1.328	-0.782	33.763	1.541	239.512
499823.488	6779757.870	-34.057	-15.384	-1.554	-0.702	37.370	1.705	245.690
499823.488	6779857.870	-38.959	-15.106	-1.778	-0.689	41.785	1.907	248.807
499823.488	6779957.870	-46.381	-17.330	-2.116	-0.791	49.513	2.259	249.512
499823.488	6780157.870	-65.024	-18.356	-2.967	-0.838	67.565	3.083	254.236
499823.488	6780357.870	-83.045	-25.976	-3.789	-1.185	87.013	3.970	252.631
499823.488	6780457.870	-88.221	-30.334	-4.026	-1.384	93.291	4.257	251.025
499823.488	6780557.870	-92.765	-35.109	-4.233	-1.602	99.186	4.526	249.270
499823.488	6780657.870	-97.530	-38.468	-4.450	-1.755	104.842	4.784	248.474
499823.488	6780757.870	-102.638	-43.087	-4.683	-1.966	111.316	5.079	247.227
499823.488	6780857.870	-108.155	-47.424	-4.935	-2.164	118.095	5.389	246.323
499823.488	6780957.870	-112.624	-50.396	-5.139	-2.300	123.385	5.630	245.893
499823.488	6781057.870	-116.179	-52.431	-5.301	-2.392	127.462	5.816	245.711
499823.488	6781157.870	-118.553	-55.355	-5.410	-2.526	130.840	5.970	244.971
499823.488	6781257.870	-118.996	-57.419	-5.430	-2.620	132.125	6.029	244.241
499823.488	6781357.870	-121.127	-59.227	-5.527	-2.703	134.831	6.152	243.943
499823.488	6781457.870	-121.352	-59.277	-5.537	-2.705	135.056	6.163	243.966
499823.488	6781557.870	-119.799	-60.603	-5.467	-2.765	134.256	6.126	243.166
499823.488	6781657.870	-118.810	-60.767	-5.421	-2.773	133.448	6.089	242.912
499823.488	6781757.870	-117.714	-60.761	-5.371	-2.773	132.471	6.045	242.698
499823.488	6781857.870	-117.065	-60.739	-5.342	-2.772	131.884	6.018	242.578
499823.488	6781957.870	-114.588	-62.829	-5.229	-2.867	130.683	5.963	241.264
499823.488	6782057.870	-111.742	-62.333	-5.099	-2.844	127.952	5.839	240.846
499823.488	6782157.870	-110.870	-61.919	-5.059	-2.825	126.989	5.795	240.817
499823.488	6782257.870	-108.012	-60.045	-4.929	-2.740	123.580	5.639	240.930
499823.488	6782357.870	-106.647	-59.501	-4.866	-2.715	122.123	5.573	240.842
499823.488	6782457.870	-105.144	-58.736	-4.798	-2.680	120.437	5.496	240.811
499823.488	6782557.870	-102.049	-57.726	-4.657	-2.634	117.245	5.350	240.504
499823.488	6782657.870	-98.573	-56.997	-4.498	-2.601	113.866	5.196	239.963
499823.488	6782757.870	-94.560	-55.530	-4.315	-2.534	109.659	5.004	239.577
499823.488	6782857.870	-90.137	-52.773	-4.113	-2.408	104.449	4.766	239.652
499823.488	6782957.870	-85.706	-49.851	-3.911	-2.275	99.149	4.524	239.816
499823.488	6783057.870	-82.302	-46.954	-3.756	-2.143	94.754	4.324	240.295
499823.488	6783157.870	-80.081	-44.360	-3.654	-2.024	91.546	4.177	241.016
499823.488	6783257.870	-77.697	-42.140	-3.545	-1.923	88.389	4.033	241.526
499823.488	6783357.870	-71.328	-38.224	-3.255	-1.744	80.925	3.693	241.813
499823.488	6783457.870	-64.804	-34.607	-2.957	-1.579	73.465	3.352	241.897
499823.488	6783657.870	-42.133	-25.904	-1.923	-1.182	49.459	2.257	238.416
499823.488	6783757.870	-35.388	-20.969	-1.615	-0.957	41.134	1.877	239.352
499923.488	6775957.870	0.713	-1.522	0.033	-0.069	1.680	0.077	154.898
499923.488	6776057.870	0.794	-2.256	0.036	-0.103	2.392	0.109	160.618
499923.488	6776157.870	0.802	-2.688	0.037	-0.123	2.805	0.128	163.392
499923.488	6776857.870	1.253	-2.156	0.057	-0.098	2.494	0.114	149.840
499923.488	6776957.870	1.169	-1.577	0.053	-0.072	1.963	0.090	143.435
499923.488	6777057.870	0.787	-1.775	0.036	-0.081	1.942	0.089	156.084
499923.488	6777157.870	0.752	-0.849	0.034	-0.039	1.135	0.052	138.473
499923.488	6777257.870	0.761	-1.417	0.035	-0.065	1.608	0.073	151.771
499923.488	6777357.870	0.797	-1.907	0.036	-0.087	2.066	0.094	157.321
499923.488	6777457.870	0.928	-1.400	0.042	-0.064	1.680	0.077	146.451
499923.488	6777557.870	0.583	-1.189	0.027	-0.054	1.325	0.060	153.871
499923.488	6777657.870	0.368	-1.830	0.017	-0.083	1.866	0.085	168.624
499923.488	6777757.870	0.758	-1.852	0.035	-0.085	2.001	0.091	157.734
499923.488	6777857.870	0.628	-1.684	0.029	-0.077	1.797	0.082	159.554
499923.488	6777957.870	0.484	-1.425	0.022	-0.065	1.505	0.069	161.248
499923.488	6778057.870	0.271	-1.360	0.012	-0.062	1.387	0.063	168.746
499923.488	6778157.870	0.117	-1.382	0.005	-0.063	1.387	0.063	175.159
499923.488	6778257.870	0.342	-1.801	0.016	-0.082	1.833	0.084	169.237
499923.488	6778357.870	-0.054	-1.319	-0.002	-0.060	1.320	0.060	182.350
499923.488	6778457.870	-0.437	-1.291	-0.020	-0.059	1.363	0.062	198.709
499923.488	6778557.870	-1.824	-1.620	-0.083	-0.074	2.440	0.111	228.388
499923.488	6778657.870	-4.343	-1.359	-0.198	-0.062	4.551	0.208	252.625
499923.488	6778757.870	-8.455	-1.319	-0.386	-0.060	8.558	0.390	261.136
499923.488	6778857.870	-13.026	-2.373	-0.594	-0.108	13.241	0.604	259.676
499923.488	6778957.870	-16.765	-2.964	-0.765	-0.135	17.026	0.777	259.973
499923.488	6779057.870	-23.169	-5.642	-1.057	-0.257	23.846	1.088	256.314
499923.488	6779157.870	-25.131	-8.826	-1.147	-0.403	26.636	1.215	250.649
499923.488	6779257.870	-25.805	-11.927	-1.178	-0.544	28.428	1.297	245.193
499923.488	6779357.870	-24.706	-12.898	-1.127	-0.589	27.870	1.272	242.433
499923.488	6779457.870	-23.109	-13.758	-1.054	-0.628	26.894	1.227	239.231
499923.488	6779657.870	-27.389	-15.169	-1.250	-0.692	31.309	1.429	241.020
499923.488	6779757.870	-31.435	-12.408	-1.434	-0.566	33.795	1.542	248.460
499923.488	6779857.870	-36.657	-12.661	-1.673	-0.578	38.782	1.770	250.946
499923.488	6779957.870	-44.722	-13.457	-2.041	-0.614	46.703	2.131	253.253
499923.488	6780257.870	-70.477	-17.101	-3.216	-0.780	72.522	3.309	256.361
499923.488	6780357.870	-77.937	-21.551	-3.556	-0.983	80.862	3.690	254.543
499923.488	6780457.870	-84.751	-25.450	-3.867	-1.161	88.490	4.038	253.286
499923.488	6780557.870	-89.119	-29.868	-4.067	-1.363	93.991	4.289	251.471
499923.488	6780657.870	-94.253	-33.485	-4.301	-1.528	100.024	4.564	250.441
499923.488	6780757.870	-99.139	-37.764	-4.524	-1.723	106.088	4.841	249.147
499923.488	6780857.870	-104.586	-42.604	-4.772	-1.944	112.931	5.153	247.836
499923.488	6780957.870	-109.045	-47.277	-4.976	-2.157	118.852	5.423	246.561
499923.488	6781057.870	-111.459	-49.594	-5.086	-2.263	121.995	5.567	246.013
499923.488	6781157.870	-115.964	-52.184	-5.292	-2.381	127.164	5.803	245.772
499923.488	6781257.870	-117.787	-55.175	-5.375	-2.518	130.069	5.935	244.900
499923.488	6781357.870	-118.670	-57.108	-5.415	-2.606	131.697	6.009	244.302
499923.488	6781457.870	-119.433	-58.667	-5.450	-2.677	133.064	6.072	243.839
499923.488	6781557.870	-119.165	-59.013	-5.438	-2.693	132.976	6.068	243.654
499923.488	6781657.870	-118.462	-59.213	-5.406	-2.702	132.437	6.043	243.442
499923.488	6781757.870	-117.572	-59.331	-5.365	-2.707	131.695	6.009	243.223
499923.488	6781857.870	-115.796	-59.946	-5.284	-2.735	130.393	5.950	242.630
499923.488	6781957.870	-114.590	-60.481	-5.229	-2.760	129.572	5.912	242.175
499923.488	6782057.870	-111.050	-60.988	-5.067	-2.783	126.695	5.781	241.225
499923.488	6782157.870	-109.205	-60.991	-4.983	-2.783	125.082	5.708	240.817
499923.488	6782257.870	-106.109	-59.037	-4.842	-2.694	121.427	5.541	240.909
499923.488	6782357.870	-104.953	-58.587	-4.789	-2.673	120.198	5.485	240.829
499923.488	6782457.870	-102.961	-58.434	-4.698	-2.666	118.387	5.402	240.424
499923.488	6782557.870	-101.579	-57.211	-4.635	-2.611	116.582	5.320	240.611
499923.488	6782657.870	-99.010	-56.515	-4.518	-2.579	114.004	5.202	240.282
499923.488	6782757.870	-95.788	-54.735	-4.371	-2.498	110.323	5.034	240.256
499923.488	6782857.870	-91.485	-52.741	-4.175	-2.407	105.599	4.819	240.037
499923.488	6782957.870	-86.744	-50.014	-3.958	-2.282	100.129	4.569	240.033
499923.488	6783057.870	-83.380	-47.658	-3.805	-2.175	96.039	4.382	240.249
499923.488	6783157.870	-81.545	-44.979	-3.721	-2.052	93.127	4.249	241.119
499923.488	6783257.870	-78.004	-41.965	-3.559	-1.915	88.576	4.042	241.720
499923.488	6783357.870	-74.705	-39.081	-3.409	-1.783	84.310	3.847	242.385
499923.488	6783457.870	-68.824	-35.985	-3.141	-1.642	77.664	3.544	242.397
499923.488	6783557.870	-64.392	-33.909	-2.938	-1.547	72.775	3.321	242.229
499923.488	6783657.870	-46.698	-23.928	-2.131	-1.092	52.472	2.394	242.870
499923.488	6783757.870	-40.389	-21.694	-1.843	-0.990	45.846	2.092	241.759
500023.488	6776057.870	0.582	-2.908	0.027	-0.133	2.966	0.135	168.681
500023.488	6776757.870	0.603	-2.053	0.027	-0.094	2.140	0.098	163.645
500023.488	6776857.870	0.618	-2.367	0.028	-0.108	2.446	0.112	165.358
500023.488	6776957.870	1.060	-1.409	0.048	-0.064	1.763	0.080	143.042
500023.488	6777057.870	0.783	-1.008	0.036	-0.046	1.276	0.058	142.156
500023.488	6777157.870	0.894	-1.589	0.041	-0.073	1.824	0.083	150.632
500023.488	6777257.870	0.905	-1.748	0.041	-0.080	1.969	0.090	152.642
500023.488	6777357.870	0.925	-1.644	0.042	-0.075	1.886	0.086	150.650
500023.488	6777457.870	0.761	-1.478	0.035	-0.067	1.662	0.076	152.759
500023.488	6777557.870	0.589	-1.759	0.027	-0.080	1.855	0.085	161.485
500023.488	6777657.870	0.430	-1.896	0.020	-0.087	1.945	0.089	167.213
500023.488	6777757.870	0.739	-1.731	0.034	-0.079	1.882	0.086	156.885
500023.488	6777857.870	0.533	-1.503	0.024	-0.069	1.595	0.073	160.455
500023.488	6777957.870	0.289	-1.724	0.013	-0.079	1.748	0.080	170.496
500023.488	6778057.870	0.280	-1.840	0.013	-0.084	1.861	0.085	171.344
500023.488	6778157.870	-0.106	-1.453	-0.005	-0.066	1.457	0.066	184.175
500023.488	6778257.870	0.285	-1.654	0.013	-0.075	1.678	0.077	170.221
500023.488	6778357.870	-0.007	-1.403	-0.000	-0.064	1.403	0.064	180.275
500023.488	6778457.870	-0.486	-1.304	-0.022	-0.060	1.392	0.064	200.421
500023.488	6778557.870	-1.346	-1.533	-0.061	-0.070	2.040	0.093	221.286
500023.488	6778657.870	-3.131	-1.598	-0.143	-0.073	3.515	0.160	242.959
500023.488	6778757.870	-7.327	-1.476	-0.334	-0.067	7.475	0.341	258.615
500023.488	6778857.870	-12.058	-2.775	-0.550	-0.127	12.373	0.565	257.039
500023.488	6778957.870	-15.233	-3.224	-0.695	-0.147	15.570	0.710	258.051
500023.488	6779057.870	-21.456	-6.336	-0.979	-0.289	22.372	1.021	253.549
500023.488	6779157.870	-24.143	-10.292	-1.102	-0.470	26.245	1.198	246.912
500023.488	6779257.870	-24.789	-12.750	-1.131	-0.582	27.876	1.272	242.782
500023.488	6779357.870	-23.852	-12.607	-1.088	-0.575	26.979	1.231	242.141
500023.488	6779457.870	-23.070	-15.613	-1.053	-0.712	27.857	1.271	235.911
500023.488	6779657.870	-24.954	-9.091	-1.139	-0.415	26.558	1.212	249.982
500023.488	6779757.870	-28.045	-8.181	-1.280	-0.373	29.213	1.333	253.737
500023.488	6779857.870	-33.451	-9.678	-1.526	-0.442	34.823	1.589	253.865
500023.488	6779957.870	-41.346	-10.154	-1.887	-0.463	42.574	1.943	256.202
500023.488	6780057.870	-49.663	-11.091	-2.266	-0.506	50.886	2.322	257.411
500023.488	6780157.870	-58.887	-12.452	-2.687	-0.568	60.190	2.747	258.060
500023.488	6780257.870	-65.981	-14.537	-3.011	-0.663	67.563	3.083	257.575
500023.488	6780357.870	-74.081	-17.580	-3.380	-0.802	76.138	3.474	256.650
500023.488	6780457.870	-81.403	-22.148	-3.714	-1.011	84.362	3.850	254.779
500023.488	6780557.870	-85.646	-24.916	-3.908	-1.137	89.197	4.070	253.780
500023.488	6780657.870	-90.450	-28.742	-4.127	-1.312	94.907	4.331	252.372
500023.488	6780757.870	-95.135	-32.875	-4.341	-1.500	100.655	4.593	250.937
500023.488	6780857.870	-99.416	-37.882	-4.536	-1.729	106.389	4.855	249.141
500023.488	6780957.870	-103.698	-42.782	-4.732	-1.952	112.177	5.119	247.581
500023.488	6781057.870	-108.417	-46.303	-4.947	-2.113	117.891	5.379	246.873
500023.488	6781157.870	-112.356	-49.601	-5.127	-2.263	122.817	5.604	246.180
500023.488	6781257.870	-115.637	-51.215	-5.277	-2.337	126.471	5.771	246.112
500023.488	6781357.870	-116.986	-54.069	-5.338	-2.467	128.877	5.881	245.194
500023.488	6781457.870	-118.206	-56.568	-5.394	-2.581	131.044	5.980	244.426
500023.488	6781557.870	-117.821	-57.567	-5.376	-2.627	131.133	5.984	243.960
500023.488	6781657.870	-116.546	-58.649	-5.318	-2.676	130.471	5.953	243.287
500023.488	6781757.870	-116.154	-58.857	-5.300	-2.686	130.215	5.942	243.128
500023.488	6781857.870	-114.187	-59.487	-5.210	-2.714	128.754	5.875	242.482
500023.488	6781957.870	-112.860	-59.371	-5.150	-2.709	127.524	5.819	242.253
500023.488	6782057.870	-110.630	-59.332	-5.048	-2.707	125.536	5.728	241.795
500023.488	6782157.870	-107.916	-59.239	-4.924	-2.703	123.106	5.617	241.236
500023.488	6782257.870	-106.016	-59.340	-4.838	-2.708	121.493	5.544	240.763
500023.488	6782357.870	-103.622	-58.312	-4.728	-2.661	118.902	5.426	240.632
500023.488	6782457.870	-102.101	-58.072	-4.659	-2.650	117.461	5.360	240.370
500023.488	6782557.870	-100.433	-57.007	-4.583	-2.601	115.484	5.270	240.420
500023.488	6782657.870	-98.421	-55.430	-4.491	-2.529	112.956	5.154	240.612
500023.488	6782757.870	-94.930	-53.493	-4.332	-2.441	108.965	4.972	240.599
500023.488	6782857.870	-92.459	-52.051	-4.219	-2.375	106.103	4.842	240.622
500023.488	6782957.870	-87.758	-50.169	-4.004	-2.289	101.086	4.613	240.244
500023.488	6783057.870	-84.903	-47.369	-3.874	-2.162	97.224	4.436	240.842
500023.488	6783157.870	-82.336	-45.184	-3.757	-2.062	93.919	4.286	241.243
500023.488	6783257.870	-79.010	-42.760	-3.605	-1.951	89.839	4.099	241.578
500023.488	6783357.870	-75.868	-40.474	-3.462	-1.847	85.988	3.924	241.921
500023.488	6783457.870	-71.036	-38.441	-3.241	-1.754	80.770	3.686	241.580
500023.488	6783557.870	-64.165	-34.706	-2.928	-1.584	72.949	3.329	241.592
500023.488	6783757.870	-42.998	-18.623	-1.962	-0.850	46.858	2.138	246.582
500023.488	6783857.870	-32.598	-16.186	-1.487	-0.739	36.396	1.661	243.594
500123.488	6776757.870	0.899	-1.807	0.041	-0.082	2.019	0.092	153.544
500123.488	6776857.870	1.481	-1.793	0.068	-0.082	2.326	0.106	140.440
500123.488	6776957.870	0.935	-1.411	0.043	-0.064	1.693	0.077	146.476
500123.488	6777057.870	0.992	-1.387	0.045	-0.063	1.705	0.078	144.448
500123.488	6777157.870	1.118	-1.859	0.051	-0.085	2.169	0.099	148.972
500123.488	6777257.870	0.879	-2.593	0.040	-0.118	2.738	0.125	161.277
500123.488	6777357.870	1.001	-1.611	0.046	-0.074	1.897	0.087	148.141
500123.488	6777457.870	0.885	-1.381	0.040	-0.063	1.640	0.075	147.338
500123.488	6777557.870	0.709	-1.183	0.032	-0.054	1.380	0.063	149.075
500123.488	6777657.870	0.546	-1.767	0.025	-0.081	1.850	0.084	162.829
500123.488	6777757.870	0.630	-1.593	0.029	-0.073	1.713	0.078	158.415
500123.488	6777857.870	0.489	-1.791	0.022	-0.082	1.857	0.085	164.719
500123.488	6777957.870	0.375	-1.546	0.017	-0.071	1.591	0.073	166.377
500123.488	6778057.870	0.198	-1.441	0.009	-0.066	1.455	0.066	172.186
500123.488	6778157.870	0.107	-1.594	0.005	-0.073	1.597	0.073	176.145
500123.488	6778257.870	0.320	-1.633	0.015	-0.074	1.664	0.076	168.904
500123.488	6778357.870	0.240	-1.044	0.011	-0.048	1.071	0.049	167.046
500123.488	6778457.870	-0.443	-1.501	-0.020	-0.068	1.565	0.071	196.446
500123.488	6778557.870	-1.004	-1.909	-0.046	-0.087	2.157	0.098	207.734
500123.488	6778657.870	-2.369	-1.645	-0.108	-0.075	2.884	0.132	235.229
500123.488	6778757.870	-5.672	-1.667	-0.259	-0.076	5.912	0.270	253.625
500123.488	6778857.870	-10.482	-3.044	-0.478	-0.139	10.915	0.498	253.806
500123.488	6778957.870	-13.706	-4.228	-0.625	-0.193	14.344	0.655	252.858
500123.488	6779057.870	-17.908	-7.420	-0.817	-0.339	19.385	0.885	247.493
500123.488	6779157.870	-23.230	-11.218	-1.060	-0.512	25.797	1.177	244.223
500123.488	6779257.870	-24.124	-12.191	-1.101	-0.556	27.030	1.233	243.192
500123.488	6779357.870	-23.645	-14.826	-1.079	-0.677	27.909	1.274	237.912
500123.488	6779457.870	-23.347	-17.026	-1.065	-0.777	28.896	1.319	233.897
500123.488	6779757.870	-26.613	-6.881	-1.214	-0.314	27.488	1.254	255.503
500123.488	6779857.870	-31.803	-7.286	-1.451	-0.332	32.627	1.489	257.097
500123.488	6779957.870	-39.332	-7.677	-1.795	-0.350	40.075	1.829	258.956
500123.488	6780057.870	-44.117	-7.475	-2.013	-0.341	44.746	2.042	260.384
500123.488	6780157.870	-53.864	-8.342	-2.458	-0.381	54.506	2.487	261.197
500123.488	6780357.870	-68.074	-14.335	-3.106	-0.654	69.567	3.174	258.108
500123.488	6780457.870	-76.009	-18.072	-3.468	-0.825	78.128	3.565	256.625
500123.488	6780557.870	-82.351	-21.125	-3.758	-0.964	85.018	3.879	255.613
500123.488	6780657.870	-86.854	-24.835	-3.963	-1.133	90.335	4.122	254.043
500123.488	6780757.870	-90.708	-28.911	-4.139	-1.319	95.204	4.344	252.322
500123.488	6780857.870	-95.185	-34.015	-4.343	-1.552	101.080	4.612	250.335
500123.488	6780957.870	-98.175	-38.118	-4.480	-1.739	105.316	4.806	248.780
500123.488	6781057.870	-104.118	-43.750	-4.751	-1.996	112.936	5.153	247.208
500123.488	6781157.870	-107.859	-46.822	-4.922	-2.137	117.584	5.365	246.534
500123.488	6781257.870	-111.350	-48.955	-5.081	-2.234	121.637	5.550	246.267
500123.488	6781357.870	-112.958	-51.702	-5.154	-2.359	124.228	5.669	245.406
500123.488	6781457.870	-114.913	-54.494	-5.244	-2.487	127.179	5.803	244.629
500123.488	6781557.870	-115.466	-56.371	-5.269	-2.572	128.492	5.863	243.978
500123.488	6781657.870	-114.346	-57.045	-5.218	-2.603	127.785	5.831	243.486
500123.488	6781757.870	-112.930	-58.310	-5.153	-2.661	127.096	5.799	242.691
500123.488	6781857.870	-110.958	-58.600	-5.063	-2.674	125.482	5.726	242.160
500123.488	6781957.870	-109.330	-58.655	-4.989	-2.676	124.070	5.661	241.787
500123.488	6782057.870	-108.327	-58.526	-4.943	-2.671	123.126	5.618	241.619
500123.488	6782157.870	-104.958	-58.746	-4.789	-2.681	120.281	5.489	240.764
500123.488	6782257.870	-103.224	-59.064	-4.710	-2.695	118.927	5.427	240.222
500123.488	6782357.870	-102.638	-58.211	-4.683	-2.656	117.996	5.384	240.440
500123.488	6782457.870	-101.640	-57.134	-4.638	-2.607	116.598	5.320	240.659
500123.488	6782557.870	-99.529	-56.698	-4.542	-2.587	114.546	5.227	240.331
500123.488	6782657.870	-97.907	-55.194	-4.468	-2.519	112.393	5.129	240.588
500123.488	6782757.870	-94.675	-52.969	-4.320	-2.417	108.486	4.950	240.774
500123.488	6782857.870	-93.010	-51.539	-4.244	-2.352	106.334	4.852	241.008
500123.488	6782957.870	-90.050	-50.211	-4.109	-2.291	103.103	4.705	240.856
500123.488	6783057.870	-86.291	-48.187	-3.938	-2.199	98.834	4.510	240.820
500123.488	6783157.870	-83.376	-46.192	-3.805	-2.108	95.317	4.349	241.013
500123.488	6783257.870	-80.054	-43.669	-3.653	-1.993	91.190	4.161	241.388
500123.488	6783357.870	-76.371	-41.185	-3.485	-1.879	86.768	3.959	241.663
500123.488	6783457.870	-72.282	-38.767	-3.298	-1.769	82.021	3.743	241.794
500123.488	6783557.870	-67.419	-34.776	-3.076	-1.587	75.860	3.462	242.714
500123.488	6783657.870	-61.852	-31.832	-2.822	-1.453	69.563	3.174	242.768
500123.488	6783757.870	-49.948	-20.647	-2.279	-0.942	54.047	2.466	247.541
500123.488	6783857.870	-34.199	-17.276	-1.561	-0.788	38.315	1.748	243.199
500223.488	6776857.870	0.535	-2.606	0.024	-0.119	2.660	0.121	168.396
500223.488	6777057.870	1.380	-1.486	0.063	-0.068	2.028	0.093	137.127
500223.488	6777157.870	1.041	-1.773	0.048	-0.081	2.056	0.094	149.576
500223.488	6777257.870	1.256	-1.960	0.057	-0.089	2.327	0.106	147.351
500223.488	6777357.870	1.059	-1.838	0.048	-0.084	2.122	0.097	150.046
500223.488	6777457.870	0.851	-1.358	0.039	-0.062	1.603	0.073	147.907
500223.488	6777557.870	0.623	-1.869	0.028	-0.085	1.970	0.090	161.578
500223.488	6777657.870	0.517	-2.461	0.024	-0.112	2.515	0.115	168.135
500223.488	6777757.870	0.010	-1.851	0.000	-0.084	1.851	0.084	179.698
500223.488	6777857.870	0.121	-2.075	0.005	-0.095	2.079	0.095	176.677
500223.488	6777957.870	0.303	-1.448	0.014	-0.066	1.480	0.068	168.199
500223.488	6778057.870	0.195	-1.827	0.009	-0.083	1.838	0.084	173.916
500223.488	6778157.870	0.042	-1.615	0.002	-0.074	1.615	0.074	178.504
500223.488	6778257.870	0.227	-1.575	0.010	-0.072	1.591	0.073	171.803
500223.488	6778357.870	0.136	-1.770	0.006	-0.081	1.775	0.081	175.602
500223.488	6778457.870	-0.358	-1.761	-0.016	-0.080	1.797	0.082	191.485
500223.488	6778557.870	-0.872	-1.878	-0.040	-0.086	2.071	0.094	204.909
500223.488	6778657.870	-1.819	-1.653	-0.083	-0.075	2.458	0.112	227.729
500223.488	6778757.870	-4.478	-2.246	-0.204	-0.102	5.010	0.229	243.362
500223.488	6778857.870	-8.461	-3.723	-0.386	-0.170	9.244	0.422	246.248
500223.488	6778957.870	-12.492	-4.998	-0.570	-0.228	13.455	0.614	248.192
500223.488	6779057.870	-15.527	-7.933	-0.709	-0.362	17.436	0.796	242.937
500223.488	6779157.870	-21.603	-11.801	-0.986	-0.538	24.616	1.123	241.353
500223.488	6779257.870	-22.705	-13.232	-1.036	-0.604	26.279	1.199	239.768
500223.488	6779357.870	-22.483	-16.746	-1.026	-0.764	28.034	1.279	233.321
500223.488	6779657.870	-16.709	-10.941	-0.762	-0.499	19.973	0.911	236.783
500223.488	6779757.870	-22.398	-7.615	-1.022	-0.347	23.657	1.079	251.223
500223.488	6779957.870	-35.551	-4.007	-1.622	-0.183	35.776	1.632	263.570
500223.488	6780057.870	-42.899	-4.360	-1.958	-0.199	43.120	1.968	264.196
500223.488	6780157.870	-48.539	-6.091	-2.215	-0.278	48.920	2.232	262.848
500223.488	6780257.870	-57.484	-7.748	-2.623	-0.354	58.003	2.647	262.324
500223.488	6780357.870	-63.684	-11.729	-2.906	-0.535	64.755	2.955	259.565
