"Cx"	"Cy"	"Dx"	"Dy"	"Vx"	"Vy"	"Dxy"	"Vxy"	"Hxy"
499323.488	6779157.870	-31.140	-19.012	-1.421	-0.868	36.485	1.665	238.594
499323.488	6779257.870	-35.137	-23.949	-1.603	-1.093	42.522	1.940	235.722
499323.488	6779857.870	-58.978	-56.798	-2.691	-2.592	81.880	3.736	226.079
499323.488	6779957.870	-63.565	-55.235	-2.901	-2.520	84.211	3.843	229.011
499323.488	6780057.870	-73.491	-58.872	-3.353	-2.686	94.164	4.297	231.303
499323.488	6780157.870	-82.276	-59.838	-3.754	-2.730	101.735	4.642	233.972
499323.488	6780257.870	-93.495	-64.315	-4.266	-2.935	113.480	5.178	235.476
499323.488	6780357.870	-101.494	-64.887	-4.631	-2.961	120.463	5.497	237.409
499323.488	6780457.870	-108.170	-65.436	-4.936	-2.986	126.423	5.769	238.829
499323.488	6780557.870	-113.381	-66.022	-5.174	-3.013	131.203	5.987	239.788
499323.488	6780657.870	-120.031	-68.097	-5.477	-3.107	138.002	6.297	240.433
499323.488	6780757.870	-123.774	-68.372	-5.648	-3.120	141.402	6.452	241.084
499323.488	6780857.870	-126.334	-68.879	-5.765	-3.143	143.891	6.566	241.400
499323.488	6780957.870	-128.693	-70.117	-5.872	-3.199	146.555	6.687	241.417
499323.488	6781057.870	-129.369	-72.489	-5.903	-3.308	148.293	6.767	240.737
499323.488	6781157.870	-130.096	-72.337	-5.936	-3.301	148.854	6.792	240.925
499323.488	6781257.870	-129.590	-72.822	-5.913	-3.323	148.649	6.783	240.666
499323.488	6781357.870	-127.779	-71.322	-5.831	-3.254	146.336	6.677	240.831
499323.488	6781457.870	-125.890	-71.950	-5.744	-3.283	145.000	6.616	240.251
499323.488	6781557.870	-124.568	-71.955	-5.684	-3.283	143.857	6.564	239.988
499323.488	6781657.870	-123.019	-71.310	-5.613	-3.254	142.193	6.488	239.900
499323.488	6781757.870	-121.021	-71.961	-5.522	-3.284	140.800	6.425	239.264
499323.488	6781857.870	-119.461	-70.445	-5.451	-3.214	138.685	6.328	239.473
499323.488	6781957.870	-117.011	-70.467	-5.339	-3.215	136.591	6.233	238.943
499323.488	6782057.870	-115.736	-69.832	-5.281	-3.186	135.171	6.168	238.894
499323.488	6782157.870	-113.111	-70.098	-5.161	-3.199	133.071	6.072	238.212
499323.488	6782257.870	-110.551	-70.077	-5.045	-3.198	130.890	5.973	237.630
499323.488	6782357.870	-107.063	-66.746	-4.885	-3.046	126.164	5.757	238.059
499323.488	6782457.870	-104.487	-64.373	-4.768	-2.937	122.725	5.600	238.363
499323.488	6782557.870	-101.036	-61.169	-4.610	-2.791	118.110	5.389	238.808
499323.488	6782657.870	-96.124	-57.859	-4.386	-2.640	112.194	5.119	238.956
499323.488	6782757.870	-94.585	-57.018	-4.316	-2.602	110.442	5.040	238.918
499323.488	6782857.870	-86.850	-49.773	-3.963	-2.271	100.102	4.568	240.183
499323.488	6782957.870	-83.396	-45.426	-3.805	-2.073	94.965	4.333	241.423
499323.488	6783057.870	-80.543	-42.679	-3.675	-1.947	91.152	4.159	242.081
499323.488	6783157.870	-78.359	-42.621	-3.576	-1.945	89.201	4.070	241.457
499323.488	6783357.870	-53.765	-40.055	-2.453	-1.828	67.045	3.059	233.314
499423.488	6775757.870	0.677	-2.331	0.031	-0.106	2.428	0.111	163.807
499423.488	6775857.870	1.100	-1.934	0.050	-0.088	2.224	0.102	150.375
499423.488	6775957.870	1.227	-2.536	0.056	-0.116	2.817	0.129	154.181
499423.488	6776057.870	1.511	-1.829	0.069	-0.083	2.372	0.108	140.452
499423.488	6776157.870	0.332	-2.157	0.015	-0.098	2.182	0.100	171.247
499423.488	6776257.870	0.619	-2.469	0.028	-0.113	2.545	0.116	165.935
499423.488	6776357.870	0.541	-2.972	0.025	-0.136	3.021	0.138	169.685
499423.488	6777157.870	0.445	-2.519	0.020	-0.115	2.558	0.117	169.971
499423.488	6777257.870	0.417	-1.543	0.019	-0.070	1.598	0.073	164.857
499423.488	6777357.870	0.362	-1.792	0.017	-0.082	1.828	0.083	168.582
499423.488	6777457.870	0.457	-1.517	0.021	-0.069	1.584	0.072	163.232
499423.488	6777557.870	0.552	-1.516	0.025	-0.069	1.613	0.074	159.988
499423.488	6777657.870	0.203	-1.847	0.009	-0.084	1.858	0.085	173.717
499423.488	6777757.870	0.455	-1.494	0.021	-0.068	1.562	0.071	163.082
499423.488	6777857.870	0.476	-1.304	0.022	-0.059	1.388	0.063	159.940
499423.488	6777957.870	0.266	-1.628	0.012	-0.074	1.650	0.075	170.733
499423.488	6778057.870	0.330	-2.101	0.015	-0.096	2.126	0.097	171.076
499423.488	6778157.870	-0.035	-1.476	-0.002	-0.067	1.477	0.067	181.352
499423.488	6778257.870	0.412	-1.392	0.019	-0.064	1.452	0.066	163.521
499423.488	6778357.870	-0.404	-1.543	-0.018	-0.070	1.595	0.073	194.658
499423.488	6778457.870	-1.733	-2.401	-0.079	-0.110	2.961	0.135	215.815
499423.488	6778557.870	-4.753	-3.769	-0.217	-0.172	6.066	0.277	231.585
499423.488	6778657.870	-9.556	-6.044	-0.436	-0.276	11.307	0.516	237.690
499423.488	6778757.870	-13.912	-7.684	-0.635	-0.351	15.893	0.725	241.088
499423.488	6778857.870	-17.382	-8.933	-0.793	-0.408	19.543	0.892	242.800
499423.488	6778957.870	-21.228	-10.979	-0.969	-0.501	23.899	1.091	242.653
499423.488	6779057.870	-25.500	-12.902	-1.164	-0.589	28.578	1.304	243.163
499423.488	6779157.870	-28.832	-13.911	-1.316	-0.635	32.012	1.461	244.243
499423.488	6779257.870	-33.966	-16.818	-1.550	-0.767	37.902	1.729	243.657
499423.488	6779757.870	-47.373	-43.008	-2.162	-1.962	63.984	2.920	227.765
499423.488	6779957.870	-61.425	-45.604	-2.803	-2.081	76.503	3.491	233.408
499423.488	6780057.870	-70.385	-49.441	-3.212	-2.256	86.014	3.925	234.914
499423.488	6780157.870	-81.304	-49.803	-3.710	-2.273	95.345	4.351	238.510
499423.488	6780257.870	-89.602	-54.248	-4.089	-2.475	104.744	4.780	238.808
499423.488	6780357.870	-98.616	-57.439	-4.500	-2.621	114.124	5.208	239.781
499423.488	6780457.870	-105.324	-59.495	-4.806	-2.715	120.967	5.520	240.539
499423.488	6780557.870	-111.171	-61.018	-5.073	-2.784	126.816	5.787	241.239
499423.488	6780657.870	-115.341	-61.706	-5.263	-2.816	130.810	5.969	241.854
499423.488	6780757.870	-120.758	-63.639	-5.510	-2.904	136.501	6.229	242.211
499423.488	6780857.870	-123.876	-64.471	-5.653	-2.942	139.649	6.372	242.505
499423.488	6780957.870	-125.196	-65.082	-5.713	-2.970	141.102	6.439	242.533
499423.488	6781057.870	-127.162	-66.109	-5.802	-3.017	143.320	6.540	242.531
499423.488	6781157.870	-127.259	-69.674	-5.807	-3.179	145.084	6.620	241.299
499423.488	6781257.870	-128.549	-67.868	-5.866	-3.097	145.365	6.633	242.168
499423.488	6781357.870	-127.152	-69.251	-5.802	-3.160	144.788	6.607	241.426
499423.488	6781457.870	-125.590	-69.875	-5.731	-3.188	143.720	6.558	240.910
499423.488	6781557.870	-124.642	-69.809	-5.688	-3.185	142.860	6.519	240.748
499423.488	6781657.870	-122.951	-70.174	-5.610	-3.202	141.567	6.460	240.285
499423.488	6781757.870	-121.444	-69.663	-5.542	-3.179	140.006	6.389	240.161
499423.488	6781857.870	-119.381	-69.227	-5.447	-3.159	138.001	6.297	239.891
499423.488	6781957.870	-118.035	-68.598	-5.386	-3.130	136.521	6.230	239.836
499423.488	6782057.870	-117.036	-68.046	-5.340	-3.105	135.380	6.177	239.826
499423.488	6782157.870	-113.016	-68.456	-5.157	-3.124	132.132	6.029	238.796
499423.488	6782257.870	-109.931	-67.645	-5.016	-3.087	129.076	5.890	238.394
499423.488	6782357.870	-107.356	-66.632	-4.899	-3.040	126.353	5.766	238.174
499423.488	6782457.870	-103.351	-64.927	-4.716	-2.963	122.053	5.569	237.862
499423.488	6782557.870	-100.907	-63.040	-4.604	-2.877	118.980	5.429	238.006
499423.488	6782657.870	-96.826	-60.642	-4.418	-2.767	114.248	5.213	237.941
499423.488	6782757.870	-92.934	-57.049	-4.241	-2.603	109.048	4.976	238.456
499423.488	6782857.870	-89.030	-51.879	-4.063	-2.367	103.043	4.702	239.770
499423.488	6782957.870	-84.867	-47.560	-3.873	-2.170	97.285	4.439	240.734
499423.488	6783057.870	-81.293	-45.363	-3.709	-2.070	93.093	4.248	240.837
499423.488	6783157.870	-77.192	-46.886	-3.522	-2.139	90.316	4.121	238.726
499423.488	6783357.870	-45.943	-33.421	-2.096	-1.525	56.813	2.592	233.967
499423.488	6783457.870	-41.044	-29.023	-1.873	-1.324	50.269	2.294	234.735
499523.488	6775857.870	0.762	-2.133	0.035	-0.097	2.265	0.103	160.334
499523.488	6775957.870	0.962	-1.699	0.044	-0.078	1.953	0.089	150.470
499523.488	6776057.870	0.713	-1.491	0.033	-0.068	1.653	0.075	154.458
499523.488	6776157.870	0.349	-1.922	0.016	-0.088	1.953	0.089	169.713
499523.488	6776257.870	0.921	-2.307	0.042	-0.105	2.484	0.113	158.242
499523.488	6776957.870	0.423	-2.061	0.019	-0.094	2.104	0.096	168.391
499523.488	6777057.870	1.137	-1.729	0.052	-0.079	2.069	0.094	146.652
499523.488	6777157.870	1.023	-2.199	0.047	-0.100	2.425	0.111	155.039
499523.488	6777257.870	1.074	-1.593	0.049	-0.073	1.921	0.088	146.024
499523.488	6777357.870	0.627	-1.868	0.029	-0.085	1.970	0.090	161.433
499523.488	6777457.870	0.628	-2.173	0.029	-0.099	2.262	0.103	163.886
499523.488	6777557.870	0.615	-1.476	0.028	-0.067	1.599	0.073	157.368
499523.488	6777657.870	0.434	-2.156	0.020	-0.098	2.199	0.100	168.610
499523.488	6777757.870	0.364	-1.550	0.017	-0.071	1.593	0.073	166.796
499523.488	6777857.870	0.560	-1.466	0.026	-0.067	1.569	0.072	159.100
499523.488	6777957.870	0.116	-1.576	0.005	-0.072	1.581	0.072	175.801
499523.488	6778057.870	0.308	-1.174	0.014	-0.054	1.213	0.055	165.318
499523.488	6778157.870	0.281	-1.630	0.013	-0.074	1.654	0.075	170.224
499523.488	6778257.870	0.354	-1.383	0.016	-0.063	1.428	0.065	165.647
499523.488	6778357.870	-0.365	-1.563	-0.017	-0.071	1.605	0.073	193.149
499523.488	6778457.870	-1.174	-1.749	-0.054	-0.080	2.106	0.096	213.859
499523.488	6778557.870	-3.613	-2.423	-0.165	-0.111	4.350	0.198	236.151
499523.488	6778657.870	-8.457	-3.923	-0.386	-0.179	9.322	0.425	245.114
499523.488	6778757.870	-13.021	-4.963	-0.594	-0.226	13.935	0.636	249.134
499523.488	6778857.870	-16.524	-6.300	-0.754	-0.287	17.684	0.807	249.130
499523.488	6778957.870	-21.224	-7.257	-0.968	-0.331	22.431	1.024	251.124
499523.488	6779057.870	-25.096	-9.276	-1.145	-0.423	26.755	1.221	249.714
499523.488	6779157.870	-28.076	-9.669	-1.281	-0.441	29.694	1.355	250.997
499523.488	6779257.870	-31.676	-11.763	-1.445	-0.537	33.789	1.542	249.628
499523.488	6779657.870	-41.162	-33.022	-1.878	-1.507	52.770	2.408	231.262
499523.488	6779757.870	-45.978	-30.401	-2.098	-1.387	55.120	2.515	236.527
499523.488	6780157.870	-79.548	-41.890	-3.630	-1.911	89.904	4.102	242.229
499523.488	6780257.870	-86.869	-44.533	-3.964	-2.032	97.619	4.454	242.858
499523.488	6780357.870	-92.393	-46.819	-4.216	-2.136	103.578	4.726	243.127
499523.488	6780457.870	-101.388	-52.041	-4.626	-2.375	113.964	5.200	242.829
499523.488	6780557.870	-108.455	-55.238	-4.949	-2.521	121.712	5.554	243.009
499523.488	6780657.870	-112.692	-56.969	-5.142	-2.600	126.273	5.762	243.182
499523.488	6780757.870	-116.596	-59.040	-5.320	-2.694	130.692	5.964	243.144
499523.488	6780857.870	-119.666	-60.028	-5.460	-2.739	133.878	6.109	243.360
499523.488	6780957.870	-122.708	-62.394	-5.599	-2.847	137.659	6.282	243.048
499523.488	6781057.870	-124.140	-63.983	-5.665	-2.920	139.659	6.373	242.733
499523.488	6781157.870	-125.617	-65.769	-5.732	-3.001	141.793	6.470	242.365
499523.488	6781257.870	-125.902	-67.664	-5.745	-3.088	142.932	6.522	241.745
499523.488	6781357.870	-125.474	-68.069	-5.725	-3.106	142.749	6.514	241.520
499523.488	6781457.870	-124.869	-67.597	-5.698	-3.085	141.991	6.479	241.571
499523.488	6781557.870	-123.530	-67.522	-5.637	-3.081	140.780	6.424	241.339
499523.488	6781657.870	-122.128	-67.931	-5.573	-3.100	139.750	6.377	240.916
499523.488	6781757.870	-119.812	-67.730	-5.467	-3.091	137.631	6.280	240.520
499523.488	6781857.870	-119.080	-67.185	-5.434	-3.066	136.726	6.239	240.568
499523.488	6781957.870	-117.737	-67.790	-5.372	-3.093	135.859	6.199	240.068
499523.488	6782057.870	-115.062	-66.786	-5.250	-3.048	133.040	6.071	239.868
499523.488	6782157.870	-113.409	-66.699	-5.175	-3.044	131.568	6.004	239.539
499523.488	6782257.870	-109.771	-65.609	-5.009	-2.994	127.884	5.835	239.134
499523.488	6782357.870	-108.263	-64.022	-4.940	-2.921	125.777	5.739	239.402
499523.488	6782457.870	-104.250	-64.247	-4.757	-2.932	122.457	5.588	238.355
499523.488	6782557.870	-101.128	-64.126	-4.615	-2.926	119.746	5.464	237.621
499523.488	6782657.870	-96.539	-61.434	-4.405	-2.803	114.429	5.221	237.529
499523.488	6782757.870	-92.998	-59.152	-4.244	-2.699	110.216	5.029	237.541
499523.488	6782857.870	-88.476	-53.378	-4.037	-2.436	103.330	4.715	238.897
499523.488	6782957.870	-84.927	-49.071	-3.875	-2.239	98.084	4.476	239.980
499523.488	6783057.870	-81.671	-46.732	-3.727	-2.132	94.096	4.294	240.222
499523.488	6783157.870	-75.927	-47.383	-3.465	-2.162	89.499	4.084	238.034
499523.488	6783357.870	-49.646	-39.775	-2.265	-1.815	63.615	2.903	231.300
499523.488	6783457.870	-41.125	-30.461	-1.877	-1.390	51.178	2.335	233.473
499523.488	6783557.870	-38.186	-29.393	-1.742	-1.341	48.189	2.199	232.414
499523.488	6783657.870	-0.195	-1.402	-0.009	-0.064	1.415	0.065	187.909
499623.488	6775857.870	0.949	-1.603	0.043	-0.073	1.863	0.085	149.369
499623.488	6775957.870	0.529	-1.946	0.024	-0.089	2.017	0.092	164.796
499623.488	6776057.870	0.653	-2.015	0.030	-0.092	2.118	0.097	162.046
499623.488	6776157.870	0.824	-2.207	0.038	-0.101	2.356	0.108	159.521
499623.488	6776257.870	0.645	-3.096	0.029	-0.141	3.163	0.144	168.241
499623.488	6776957.870	1.062	-2.369	0.048	-0.108	2.597	0.118	155.860
499623.488	6777057.870	0.543	-2.837	0.025	-0.129	2.888	0.132	169.171
499623.488	6777157.870	0.694	-0.990	0.032	-0.045	1.209	0.055	144.974
499623.488	6777257.870	0.595	-1.570	0.027	-0.072	1.679	0.077	159.252
499623.488	6777357.870	0.710	-1.705	0.032	-0.078	1.847	0.084	157.385
499623.488	6777457.870	0.725	-1.825	0.033	-0.083	1.964	0.090	158.322
499623.488	6777557.870	0.357	-1.673	0.016	-0.076	1.711	0.078	167.941
499623.488	6777657.870	0.204	-1.746	0.009	-0.080	1.757	0.080	173.344
499623.488	6777757.870	0.486	-1.686	0.022	-0.077	1.755	0.080	163.928
499623.488	6777857.870	0.478	-1.338	0.022	-0.061	1.421	0.065	160.333
499623.488	6777957.870	0.466	-1.136	0.021	-0.052	1.227	0.056	157.687
499623.488	6778057.870	0.332	-1.335	0.015	-0.061	1.376	0.063	166.024
499623.488	6778157.870	0.269	-1.463	0.012	-0.067	1.487	0.068	169.579
499623.488	6778257.870	0.106	-1.460	0.005	-0.067	1.464	0.067	175.846
499623.488	6778357.870	-0.364	-1.508	-0.017	-0.069	1.551	0.071	193.584
499623.488	6778457.870	-0.936	-1.377	-0.043	-0.063	1.665	0.076	214.219
499623.488	6778557.870	-3.243	-1.610	-0.148	-0.073	3.620	0.165	243.599
499623.488	6778657.870	-7.798	-2.395	-0.356	-0.109	8.157	0.372	252.927
499623.488	6778757.870	-12.460	-3.048	-0.569	-0.139	12.828	0.585	256.256
499623.488	6778857.870	-16.407	-4.064	-0.749	-0.185	16.902	0.771	256.088
499623.488	6778957.870	-20.365	-5.389	-0.929	-0.246	21.066	0.961	255.178
499623.488	6779057.870	-25.055	-6.413	-1.143	-0.293	25.863	1.180	255.643
499623.488	6779157.870	-27.420	-6.868	-1.251	-0.313	28.267	1.290	255.939
499623.488	6779257.870	-29.078	-9.848	-1.327	-0.449	30.701	1.401	251.291
499623.488	6779757.870	-43.922	-24.235	-2.004	-1.106	50.165	2.289	241.111
499623.488	6779857.870	-52.091	-25.432	-2.377	-1.160	57.967	2.645	243.977
499623.488	6779957.870	-61.155	-26.589	-2.791	-1.213	66.685	3.043	246.501
499623.488	6780157.870	-76.837	-34.565	-3.506	-1.577	84.254	3.845	245.779
499623.488	6780257.870	-84.029	-36.559	-3.834	-1.668	91.638	4.181	246.487
499623.488	6780357.870	-90.025	-39.407	-4.108	-1.798	98.272	4.484	246.360
499623.488	6780457.870	-97.317	-44.602	-4.441	-2.035	107.051	4.885	245.377
499623.488	6780557.870	-103.257	-47.997	-4.712	-2.190	113.867	5.196	245.070
499623.488	6780657.870	-108.350	-50.839	-4.944	-2.320	119.685	5.461	244.863
499623.488	6780757.870	-111.703	-53.430	-5.097	-2.438	123.824	5.650	244.437
499623.488	6780857.870	-116.746	-56.857	-5.327	-2.594	129.855	5.925	244.033
499623.488	6780957.870	-118.750	-57.971	-5.419	-2.645	132.145	6.030	243.980
499623.488	6781057.870	-121.241	-60.135	-5.532	-2.744	135.335	6.175	243.619
499623.488	6781157.870	-122.411	-62.365	-5.586	-2.846	137.382	6.269	243.002
499623.488	6781257.870	-123.533	-64.212	-5.637	-2.930	139.225	6.353	242.535
499623.488	6781357.870	-123.604	-65.136	-5.640	-2.972	139.717	6.375	242.212
499623.488	6781457.870	-123.676	-65.288	-5.643	-2.979	139.851	6.382	242.171
499623.488	6781557.870	-122.597	-65.526	-5.594	-2.990	139.009	6.343	241.876
499623.488	6781657.870	-120.241	-65.104	-5.487	-2.971	136.735	6.239	241.567
499623.488	6781757.870	-119.374	-64.656	-5.447	-2.950	135.759	6.195	241.559
499623.488	6781857.870	-117.953	-65.312	-5.382	-2.980	134.828	6.152	241.026
499623.488	6781957.870	-116.295	-66.425	-5.307	-3.031	133.928	6.111	240.266
499623.488	6782057.870	-115.010	-65.837	-5.248	-3.004	132.521	6.047	240.211
499623.488	6782157.870	-111.145	-63.987	-5.072	-2.920	128.248	5.852	240.070
499623.488	6782257.870	-110.575	-63.824	-5.046	-2.912	127.673	5.826	240.006
499623.488	6782357.870	-107.697	-62.715	-4.914	-2.862	124.627	5.687	239.787
499623.488	6782457.870	-105.440	-62.685	-4.811	-2.860	122.666	5.597	239.268
499623.488	6782557.870	-100.970	-61.931	-4.607	-2.826	118.450	5.405	238.477
499623.488	6782657.870	-97.211	-60.864	-4.436	-2.777	114.693	5.234	237.949
499623.488	6782757.870	-92.888	-58.045	-4.239	-2.649	109.532	4.998	237.999
499623.488	6782857.870	-87.571	-51.915	-3.996	-2.369	101.803	4.645	239.339
499623.488	6782957.870	-83.627	-48.114	-3.816	-2.195	96.480	4.402	240.086
499623.488	6783057.870	-81.190	-46.828	-3.705	-2.137	93.727	4.277	240.025
499623.488	6783157.870	-78.671	-45.582	-3.590	-2.080	90.922	4.149	239.912
499623.488	6783257.870	-69.407	-43.089	-3.167	-1.966	81.695	3.728	238.168
499623.488	6783357.870	-56.197	-38.026	-2.564	-1.735	67.854	3.096	235.915
499623.488	6783557.870	-41.197	-26.175	-1.880	-1.194	48.808	2.227	237.570
499623.488	6783657.870	-36.669	-22.671	-1.673	-1.035	43.111	1.967	238.273
499723.488	6775857.870	0.066	-2.131	0.003	-0.097	2.132	0.097	178.231
499723.488	6775957.870	0.650	-2.192	0.030	-0.100	2.286	0.104	163.491
499723.488	6776057.870	0.574	-1.829	0.026	-0.083	1.917	0.087	162.586
499723.488	6776157.870	0.566	-2.362	0.026	-0.108	2.428	0.111	166.517
499723.488	6776257.870	0.610	-2.595	0.028	-0.118	2.666	0.122	166.767
499723.488	6776957.870	0.436	-2.884	0.020	-0.132	2.917	0.133	171.401
499723.488	6777057.870	0.518	-1.378	0.024	-0.063	1.473	0.067	159.392
499723.488	6777157.870	0.133	-1.138	0.006	-0.052	1.145	0.052	173.330
499723.488	6777257.870	0.506	-1.008	0.023	-0.046	1.128	0.051	153.334
499723.488	6777357.870	0.685	-1.060	0.031	-0.048	1.262	0.058	147.116
499723.488	6777457.870	0.448	-1.087	0.020	-0.050	1.176	0.054	157.619
499723.488	6777557.870	0.537	-1.292	0.025	-0.059	1.399	0.064	157.422
499723.488	6777657.870	0.344	-2.033	0.016	-0.093	2.062	0.094	170.398
499723.488	6777757.870	0.750	-1.633	0.034	-0.075	1.797	0.082	155.320
499723.488	6777857.870	0.452	-1.342	0.021	-0.061	1.416	0.065	161.395
499723.488	6777957.870	0.571	-1.295	0.026	-0.059	1.415	0.065	156.205
499723.488	6778057.870	0.332	-0.970	0.015	-0.044	1.026	0.047	161.108
499723.488	6778157.870	0.443	-1.491	0.020	-0.068	1.555	0.071	163.465
499723.488	6778257.870	0.234	-1.440	0.011	-0.066	1.459	0.067	170.775
499723.488	6778357.870	-0.110	-1.535	-0.005	-0.070	1.539	0.070	184.111
499723.488	6778457.870	-0.725	-1.162	-0.033	-0.053	1.370	0.062	211.972
499723.488	6778557.870	-2.648	-1.400	-0.121	-0.064	2.996	0.137	242.134
499723.488	6778657.870	-6.828	-1.881	-0.312	-0.086	7.083	0.323	254.597
499723.488	6778757.870	-11.104	-2.102	-0.507	-0.096	11.302	0.516	259.283
499723.488	6778857.870	-15.436	-2.992	-0.704	-0.137	15.723	0.717	259.029
499723.488	6778957.870	-20.789	-2.627	-0.949	-0.120	20.954	0.956	262.799
499723.488	6779057.870	-24.812	-4.209	-1.132	-0.192	25.167	1.148	260.371
499723.488	6779157.870	-27.332	-5.786	-1.247	-0.264	27.938	1.275	258.048
499723.488	6779257.870	-28.212	-8.601	-1.287	-0.392	29.494	1.346	253.045
499723.488	6779357.870	-27.871	-15.259	-1.272	-0.696	31.774	1.450	241.300
499723.488	6779657.870	-34.651	-20.863	-1.581	-0.952	40.447	1.846	238.949
499723.488	6779757.870	-39.963	-20.530	-1.824	-0.937	44.928	2.050	242.809
499723.488	6779857.870	-49.503	-20.845	-2.259	-0.951	53.712	2.451	247.164
499723.488	6780157.870	-73.765	-26.299	-3.366	-1.200	78.313	3.574	250.378
499723.488	6780257.870	-81.455	-28.627	-3.717	-1.306	86.339	3.940	250.636
499723.488	6780357.870	-86.499	-31.000	-3.947	-1.415	91.887	4.193	250.283
499723.488	6780457.870	-92.308	-36.828	-4.212	-1.680	99.384	4.535	248.250
499723.488	6780557.870	-98.858	-41.503	-4.511	-1.894	107.217	4.892	247.226
499723.488	6780657.870	-102.381	-45.036	-4.672	-2.055	111.848	5.104	246.256
499723.488	6780757.870	-107.419	-48.357	-4.902	-2.207	117.801	5.375	245.764
499723.488	6780857.870	-113.050	-52.596	-5.159	-2.400	124.687	5.690	245.050
499723.488	6780957.870	-116.409	-54.074	-5.312	-2.467	128.355	5.857	245.084
499723.488	6781057.870	-118.347	-56.672	-5.400	-2.586	131.216	5.988	244.412
499723.488	6781157.870	-120.533	-58.201	-5.500	-2.656	133.849	6.108	244.226
499723.488	6781257.870	-122.074	-60.822	-5.570	-2.775	136.387	6.223	243.516
499723.488	6781357.870	-122.199	-61.979	-5.576	-2.828	137.018	6.252	243.106
499723.488	6781457.870	-122.256	-61.862	-5.579	-2.823	137.016	6.252	243.160
499723.488	6781557.870	-120.516	-63.210	-5.499	-2.884	136.087	6.210	242.323
499723.488	6781657.870	-119.659	-62.713	-5.460	-2.862	135.097	6.165	242.341
499723.488	6781757.870	-118.935	-63.148	-5.427	-2.881	134.660	6.145	242.034
499723.488	6781857.870	-117.845	-63.980	-5.377	-2.919	134.093	6.119	241.502
499723.488	6781957.870	-114.091	-64.198	-5.206	-2.929	130.913	5.974	240.634
499723.488	6782057.870	-113.002	-63.746	-5.156	-2.909	129.742	5.920	240.572
499723.488	6782157.870	-111.411	-62.465	-5.084	-2.850	127.728	5.828	240.722
499723.488	6782257.870	-108.793	-61.248	-4.964	-2.795	124.849	5.697	240.622
499723.488	6782357.870	-108.703	-61.516	-4.960	-2.807	124.902	5.699	240.494
499723.488	6782457.870	-104.115	-59.965	-4.751	-2.736	120.149	5.482	240.060
499723.488	6782557.870	-101.949	-59.232	-4.652	-2.703	117.907	5.380	239.843
499723.488	6782657.870	-97.888	-58.684	-4.467	-2.678	114.131	5.208	239.057
499723.488	6782757.870	-93.903	-56.237	-4.285	-2.566	109.455	4.995	239.083
499723.488	6782857.870	-87.583	-52.551	-3.996	-2.398	102.139	4.661	239.036
499723.488	6782957.870	-84.441	-49.095	-3.853	-2.240	97.676	4.457	239.826
499723.488	6783057.870	-82.099	-46.988	-3.746	-2.144	94.595	4.316	240.216
499723.488	6783157.870	-79.878	-45.382	-3.645	-2.071	91.870	4.192	240.397
499723.488	6783257.870	-74.063	-42.470	-3.380	-1.938	85.376	3.896	240.168
499723.488	6783357.870	-65.281	-37.420	-2.979	-1.707	75.245	3.433	240.178
499723.488	6783457.870	-57.355	-31.641	-2.617	-1.444	65.504	2.989	241.116
499723.488	6783557.870	-43.557	-27.324	-1.988	-1.247	51.418	2.346	237.899
499723.488	6783657.870	-39.825	-25.110	-1.817	-1.146	47.080	2.148	237.768
499723.488	6783757.870	-27.114	-17.249	-1.237	-0.787	32.136	1.466	237.538
499823.488	6775957.870	0.745	-2.256	0.034	-0.103	2.376	0.108	161.720
499823.488	6776057.870	0.614	-2.129	0.028	-0.097	2.216	0.101	163.903
499823.488	6776157.870	0.800	-2.653	0.037	-0.121	2.771	0.126	163.216
499823.488	6776857.870	0.999	-2.338	0.046	-0.107	2.543	0.116	156.858
499823.488	6776957.870	0.539	-1.916	0.025	-0.087	1.991	0.091	164.277
499823.488	6777057.870	0.423	-1.024	0.019	-0.047	1.108	0.051	157.573
499823.488	6777157.870	0.774	-0.956	0.035	-0.044	1.230	0.056	140.987
499823.488	6777257.870	0.908	-1.951	0.041	-0.089	2.152	0.098	155.027
499823.488	6777357.870	0.471	-1.604	0.021	-0.073	1.671	0.076	163.639
499823.488	6777457.870	0.976	-1.352	0.045	-0.062	1.667	0.076	144.161
499823.488	6777557.870	0.610	-1.612	0.028	-0.074	1.724	0.079	159.281
499823.488	6777657.870	0.533	-2.605	0.024	-0.119	2.659	0.121	168.440
499823.488	6777757.870	0.631	-2.200	0.029	-0.100	2.289	0.104	163.987
499823.488	6777857.870	0.588	-1.457	0.027	-0.067	1.572	0.072	158.024
499823.488	6777957.870	0.377	-1.505	0.017	-0.069	1.552	0.071	165.941
499823.488	6778057.870	0.348	-1.317	0.016	-0.060	1.362	0.062	165.181
499823.488	6778157.870	-0.040	-1.587	-0.002	-0.072	1.587	0.072	181.454
499823.488	6778257.870	0.171	-1.413	0.008	-0.064	1.424	0.065	173.111
499823.488	6778357.870	0.031	-1.044	0.001	-0.048	1.044	0.048	178.320
499823.488	6778457.870	-0.568	-1.030	-0.026	-0.047	1.176	0.054	208.863
499823.488	6778557.870	-2.183	-1.349	-0.100	-0.062	2.566	0.117	238.290
499823.488	6778657.870	-5.762	-1.314	-0.263	-0.060	5.910	0.270	257.151
499823.488	6778757.870	-9.827	-1.752	-0.448	-0.080	9.982	0.455	259.889
